Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2ZYlEZw6djSdukfmthIulc,"Vaada Thambi (From Etharkkum Thunindhavan)","Vaada Thambi (From Etharkkum Thunindhavan)","G. V. Prakash,Anirudh Ravichander,D. Imman",2021-12-15,259090,33,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-02-18T22:57:35Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop","Sun Pictures",0.7,0.954,5,-5.73,0,0.0946,0.206,0.0000031,0.0629,0.795,87.996,4
spotify:track:4bRnNveFukkKCOsvNq2hFt,"Ullam Urugudhaiya (From Etharkkum Thunindhavan)","Ullam Urugudhaiya (From Etharkkum Thunindhavan)","Pradeep Kumar,Vandana Srinivasan,Brindha Manickavasakan,D. Imman",2021-12-27,234624,30,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-02-18T22:58:09Z,"kollywood,tamil pop,tamil dance","Sun Pictures",0.683,0.759,10,-6.285,1,0.0338,0.136,0,0.277,0.813,119.986,4
spotify:track:0Ozbr9VJeL4ratoGYWop3K,"Rich Rich (From Mahaan)","Rich Rich (From Mahaan)","Santhosh Narayanan,Durai,ofRO",2022-02-06,185744,36,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-02-18T22:58:26Z,"tamil pop,kollywood,tamil hip hop,tamil dance,tamil indie","Sony Music Entertainment India Pvt. Ltd.",0.909,0.61,7,-4.655,1,0.32,0.199,0,0.138,0.699,94.041,4
spotify:track:4rGLwg8ej2ar25UJ5Rw7xz,"Evanda Enakku Custody (From Mahaan)","Evanda Enakku Custody (From Mahaan)","Santhosh Narayanan",2022-01-28,212857,48,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-02-18T22:58:39Z,"tamil pop,kollywood,tamil hip hop,tamil dance","Sony Music Entertainment India Pvt. Ltd.",0.756,0.795,10,-4.679,0,0.397,0.014,0.0000316,0.0635,0.855,104.61,4
spotify:track:4Lm0D6ituSgOi1AXLhUqcx,"Rendu Kaadhal (From Kaathuvaakula Rendu Kaadhal)","Rendu Kaadhal (From Kaathuvaakula Rendu Kaadhal)","Anirudh Ravichander,Shakthisree Gopalan,Aishwarya Suresh Bindra",2021-02-14,260124,63,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-02-18T23:00:12Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.288,0.462,2,-8.91,0,0.0335,0.767,0.00704,0.112,0.217,159.53,4
spotify:track:3Afu3225ToE2fnkzEYAkpc,"Annana Thaalaattum (From Maaran)","Annana Thaalaattum (From Maaran)","Anurag Kulkarni",2022-02-19,163092,0,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-02-20T20:40:33Z,"tollywood,telugu pop","Lahari Music",0.553,0.413,2,-8.598,1,0.026,0.79,0,0.106,0.199,97.817,4
spotify:track:6lpbzOMBOYHRsp6WEMvRvn,"Jolly O Gymkhana (From Beast)","Jolly O Gymkhana (From Beast)","Thalapathy Vijay,Anirudh Ravichander",2022-03-19,208064,61,false,312ieqo4cxguzkctm4njajgz2qoa,2022-03-25T12:42:29Z,"tamil dance,tamil pop,kollywood,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.652,0.653,2,-10.263,1,0.213,0.0358,0,0.081,0.776,185.931,3
spotify:track:1pRHVSjEXuhZf7sEfH3yYS,"Srivalli (From Pushpa - The Rise)(Tamil)","Srivalli (From Pushpa - The Rise)(Tamil)","Devi Sri Prasad,Sid Sriram,Viveka",2021-10-13,221000,55,false,312ieqo4cxguzkctm4njajgz2qoa,2022-03-25T12:42:39Z,"telugu pop,tollywood,tamil dance,tamil pop,kollywood","Aditya Music",0.823,0.581,4,-6.069,1,0.036,0.49,0,0.302,0.78,107.036,4
spotify:track:3H3x4NhR3wJh6IvRHmPvkd,"Tum Tum (From Enemy)","Tum Tum (From Enemy - Tamil)","Thaman S,Srivardhani Kuchi,Aditi,Satya Yamini,Roshini,Tejaswini",2021-09-03,228567,0,false,312ieqo4cxguzkctm4njajgz2qoa,2022-03-25T12:42:45Z,"tollywood,telugu pop,tamil dance,tamil pop,kollywood,kannada pop,devotional,bhajan,mollywood,malayalam pop","Divo",0.741,0.761,8,-5.414,1,0.143,0.759,0.000607,0.126,0.912,147.047,3
spotify:track:2tMoOS9grHtn4upzb4LwMG,"Adiye - From Bachelor","Adiye (From Bachelor)","Dhibu Ninan Thomas,Kapil Kapilan",2021-09-30,272000,71,false,312ieqo4cxguzkctm4njajgz2qoa,2022-03-25T12:42:49Z,"tamil pop,kollywood,malayalam pop,mollywood,kannada pop,tollywood","Think Music",0.709,0.454,9,-7.843,0,0.167,0.445,0,0.136,0.548,90.038,4
spotify:track:5Xm4pHOZjks21F81pIdAba,"Mayakirriye","Mayakirriye","Anivee,Anirudh Ravichander",2022-02-10,189724,56,false,312ieqo4cxguzkctm4njajgz2qoa,2022-03-25T12:42:55Z,"tamil indie,kollywood,tamil pop,tamil dance,tollywood,tamil hip hop,telugu pop","Saregama",0.529,0.669,0,-4.346,1,0.108,0.0121,0,0.157,0.548,170.059,4
spotify:track:5TCmpwdXWcTvUvX52tHuOa,"Arakkiyae (From Anbarivu)","Arakkiyae (From Anbarivu)","Yuvan Shankar Raja,Hiphop Tamizha",2021-12-22,181109,41,false,315upyee2rzuikcvfzceel2nxioi,2022-04-03T04:59:13Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tamil indie","T-Series",0.733,0.844,1,-5.341,1,0.0908,0.52,0,0.0777,0.819,120.032,4
spotify:track:28fPIWqAfqoEEGSb0rA4LZ,"Oo Solriya Oo Oo Solriya (From Pushpa - The Rise)(Tamil)","Oo Solriya Oo Oo Solriya (From Pushpa - The Rise)(Tamil)","Devi Sri Prasad,Andrea Jeremiah,Viveka",2021-12-10,223271,60,false,315upyee2rzuikcvfzceel2nxioi,2022-04-03T04:59:15Z,"telugu pop,tollywood,tamil dance,tamil pop,kollywood","Aditya Music",0.904,0.706,5,-6.717,0,0.0846,0.447,0.0851,0.197,0.486,128.038,4
spotify:track:0VFWGbcDfPMFjXxjZJ9vgd,"Mother Song (From Valimai)","Mother Song (From Valimai)","Yuvan Shankar Raja,Sid Sriram,Vignesh Shivan",2021-12-05,241846,47,false,31wb326v2pct5b7vfw5jybmv4gbm,2022-06-07T08:25:25Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.607,0.536,9,-7.285,1,0.0336,0.287,0,0.461,0.436,129.97,4
spotify:track:2vkNA9I029dTwX0y6d59Sc,"Dippam Dappam (From Kaathuvaakula Rendu Kaadhal)","Dippam Dappam (From Kaathuvaakula Rendu Kaadhal)","Anirudh Ravichander,Anthony Daasan",2022-04-20,209032,67,false,31wb326v2pct5b7vfw5jybmv4gbm,2022-06-07T08:25:38Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,kannada pop","Sony Music Entertainment India Pvt. Ltd.",0.827,0.717,11,-7.755,0,0.111,0.0908,0.000523,0.0511,0.772,123.987,4
spotify:track:6eYsOcDdB5b6rTO5ubMxeV,"Private Party (From Don)","Private Party (From Don)","Anirudh Ravichander,Jonita Gandhi",2022-04-30,216774,58,false,31wb326v2pct5b7vfw5jybmv4gbm,2022-06-07T08:25:40Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,bollywood,hindi pop,desi","Sony Music Entertainment India Pvt. Ltd.",0.862,0.886,10,-5.423,0,0.123,0.184,0.00000133,0.0565,0.896,124.031,4
spotify:track:0SeQF0O4k5Fj91qZOspKYe,"Mehabooba","Kgf Chapter 2","Ananya Bhat",2022-04-14,212351,0,false,31wb326v2pct5b7vfw5jybmv4gbm,2022-06-07T08:25:45Z,"kannada pop,sandalwood","Lahari Music",0.508,0.492,6,-11.579,0,0.049,0.864,0.116,0.347,0.28,79.967,4
spotify:track:1aQ58u4guUf999iQX3J2HF,"Beast Mode (From Beast)","Beast Mode (From Beast)","Anirudh Ravichander",2022-04-08,220350,64,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:18:56Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.584,0.847,2,-5.106,1,0.0933,0.00105,0.000525,0.333,0.371,170.983,4
spotify:track:209pScL6fUhISxcLWkB6rf,"Lokiverse - Background Score","Vikram (Original Background Score)","Anirudh Ravichander",2022-07-07,156330,65,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:19:06Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.64,0.86,7,-4.481,1,0.101,0.302,0.468,0.109,0.516,96.996,4
spotify:track:3Vb8KkT6Ub5fFGPYJCJyLh,"Rolex Theme - Background Score","Vikram (Original Background Score)","Anirudh Ravichander",2022-07-07,53247,61,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:19:13Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.61,0.925,8,-4.01,1,0.114,0.00804,0.767,0.131,0.442,101.992,4
spotify:track:1pean7zvZUqcWZaUucH63f,"Thaai Kelavi (From Thiruchitrambalam)","Thaai Kelavi (From Thiruchitrambalam)","Dhanush,Anirudh Ravichander",2022-06-24,258909,60,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:19:26Z,"tamil dance,tamil pop,kollywood,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.661,0.92,9,-3.469,0,0.188,0.0352,0.000014,0.314,0.494,82.508,4
spotify:track:6A6mDExVoAEJmc5JyVSQeK,"Life of Pazham (From Thiruchitrambalam)","Life of Pazham (From Thiruchitrambalam)","Anirudh Ravichander",2022-07-27,234514,56,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:19:28Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.503,0.665,7,-6.302,0,0.0801,0.124,0.000155,0.175,0.597,174.974,3
spotify:track:6TQS7URegxmcb8tTNpoXzi,"Megham Karukatha (From Thiruchitrambalam)","Megham Karukatha (From Thiruchitrambalam)","Dhanush,Anirudh Ravichander",2022-07-15,290400,65,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:19:41Z,"tamil dance,tamil pop,kollywood,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.429,0.614,4,-6.573,0,0.0709,0.513,0.000316,0.0922,0.743,149.966,3
spotify:track:0iJPMG79hgWnDHjufnoplb,"Porkanda Singam EDM Version (Additional Song)","Vikram (Original Background Score)","Anirudh Ravichander",2022-07-07,149433,53,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:01Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.687,0.769,11,-5.604,0,0.0464,0.105,0.256,0.159,0.413,158.953,4
spotify:track:2uaBKjAsdMjdSa6VHz2IMh,"The Raw Agent","Beast (Original Background Score)","Anirudh Ravichander",2022-06-22,98500,37,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:11Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.534,0.789,0,-8.401,1,0.0456,0.294,0.859,0.0944,0.884,170.979,4
spotify:track:0hEUT9CpY3R2nvYzdvxGLE,"The Vikram Squad - Background Score","Vikram (Original Background Score)","Anirudh Ravichander",2022-07-07,94890,42,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:17Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.385,0.825,8,-6.051,1,0.0372,0.472,0.962,0.073,0.392,84.905,4
spotify:track:0rMCafW7oH94gTtArlESWU,"The Name is Vikram - Background Score","Vikram (Original Background Score)","Anirudh Ravichander",2022-07-07,49151,35,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:18Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.192,0.366,2,-9.188,0,0.0306,0.773,0.957,0.146,0.163,144.585,4
spotify:track:60c709iT1oiukRh6eR7K0K,"Agent Tina - Background Score","Vikram (Original Background Score)","Anirudh Ravichander",2022-07-07,45055,40,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:24Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.314,0.863,1,-6.426,1,0.0994,0.592,0.876,0.242,0.277,179.878,4
spotify:track:3ZMVfVlgi0QuZKG1uWZrfr,"Disguise","Beast (Original Background Score)","Anirudh Ravichander",2022-06-22,142388,23,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:30Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.581,0.502,8,-11.045,1,0.0595,0.447,0.772,0.0943,0.259,176.062,4
spotify:track:4Fzesho8uXGF9S8GjFZYPR,"Intro Fight","Beast (Original Background Score)","Anirudh Ravichander",2022-06-22,114005,29,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:31Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.615,0.951,10,-5.818,0,0.0356,0.0832,0.804,0.26,0.295,124.01,4
spotify:track:3d7M4RTsRCjfjI5pWZVFOQ,"The Plan is ON","Beast (Original Background Score)","Anirudh Ravichander",2022-06-22,56719,36,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:34Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.618,0.663,2,-7.822,1,0.0992,0.0666,0.395,0.222,0.0383,171.156,4
spotify:track:31rt9nDNTxJPdvZOBgUidH,"Yen Pecha Naane Kekkamaaten","Beast (Original Background Score)","Anirudh Ravichander,Thalapathy Vijay",2022-06-22,65500,38,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:37Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.491,0.829,2,-7.912,1,0.184,0.0164,0.497,0.0631,0.0859,171.08,4
spotify:track:7oQRcxaPpOEFTBW0OebT1f,"Reverse Hijack","Beast (Original Background Score)","Anirudh Ravichander",2022-06-22,134000,24,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:38Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.623,0.832,10,-9.273,0,0.0549,0.0456,0.932,0.093,0.608,168.002,4
spotify:track:1BlJlzeCt2VPVdQMLXRe8y,"The Dilli Connect - Background Score","Vikram (Original Background Score)","Anirudh Ravichander",2022-07-07,81237,41,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:41Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.37,0.527,5,-9.393,1,0.0344,0.602,0.726,0.118,0.366,168.099,4
spotify:track:0dbmtoZuDzI7KZ7poMRVnj,"Dominic & Soldiers","Beast (Original Background Score)","Anirudh Ravichander",2022-06-22,63545,22,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:42Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.548,0.502,2,-6.751,0,0.0426,0.71,0.000097,0.186,0.771,82.669,4
spotify:track:2kSjcz46abkF9IyX5wg40H,"Hijacked","Beast (Original Background Score)","Anirudh Ravichander",2022-06-22,99784,23,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:45Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.596,0.751,9,-9.593,1,0.0316,0.112,0.853,0.121,0.0381,106.008,4
spotify:track:61VVOLpEWeODREpjjF0opO,"Missile Launch","Beast (Original Background Score)","Anirudh Ravichander",2022-06-22,111904,25,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:48Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.481,0.502,9,-12.052,0,0.025,0.858,0.923,0.0921,0.219,106.047,4
spotify:track:3JR3O7UaDgzRh4MtmzmyX4,"The Child","Beast (Original Background Score)","Anirudh Ravichander",2022-06-22,53000,39,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:50Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.269,0.412,0,-8.551,0,0.0309,0.672,0.988,0.118,0.0865,158.854,3
spotify:track:0PHhtgecVrG1HhJ5viLLIG,"Prabanjan Theme - Background Score","Vikram (Original Background Score)","Anirudh Ravichander",2022-07-07,176701,34,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:53Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.376,0.244,9,-13.792,1,0.0312,0.663,0.776,0.111,0.126,170.219,4
spotify:track:5frxBSvM4SrWVDH6Pn2ekQ,"Vikram Vs Sandhanam - Background Score","Vikram (Original Background Score)","Anirudh Ravichander",2022-07-07,130571,29,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:54Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.51,0.878,8,-8.107,1,0.0446,0.587,0.813,0.145,0.404,141.941,4
spotify:track:6YtHohwPmsWkr3hSCzX7uA,"Amar & Gayathri - Background Score","Vikram (Original Background Score)","Anirudh Ravichander",2022-07-07,82602,37,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:55Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.375,0.211,10,-10.561,0,0.0383,0.918,0.485,0.0978,0.135,82.142,5
spotify:track:6jjovlKoKmt38bF4XJJc0s,"Sound of Vikram - Background Score","Vikram (Original Background Score)","Anirudh Ravichander",2022-07-07,184000,35,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:20:56Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.318,0.3,2,-12.942,0,0.0288,0.802,0.899,0.115,0.231,90.017,4
spotify:track:7wDZwwJWNnY3Y1N0cwGDmw,"Vikram Bgm Drill","Vikram Bgm Drill","The Independeners",2022-03-17,148544,0,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-07T15:21:09Z,"","The Independeners",0.833,0.799,9,-6.352,1,0.0511,0.00534,0.867,0.0383,0.967,140.025,4
spotify:track:0APxSVP73DpITxWovXrEZj,"Wedding Party - Background Score","Vikram (Original Background Score)","Anirudh Ravichander",2022-07-07,96255,44,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-08-14T21:23:34Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.763,0.89,0,-5.805,1,0.0351,0.072,0.885,0.125,0.676,134.99,4
spotify:track:1BQGKaUYFQzD0Dsy0FfoeD,"Jessica (From Prince )(Tamil)","Jessica (From Prince )(Tamil)","Thaman S,Arivu",2022-09-23,259600,40,false,31iknx3xjcqjhzmy7uy35o76f6de,2022-09-24T19:55:20Z,"tollywood,telugu pop,tamil dance,tamil pop,kollywood,kannada pop,tamil hip hop,tamil indie,malayalam hip hop,desi hip hop","Aditya Music",0.883,0.634,6,-7.968,1,0.117,0.228,0.0268,0.184,0.964,96.998,4
spotify:track:1LbBOhicFmu7ktJqIHCELt,"Ranjithame (From Varisu)","Ranjithame (From Varisu)","Thalapathy Vijay,M.M.Manasi,Thaman S",2022-11-05,287080,66,false,31tvl2yqgmghwoafvnfgdk45u3da,2022-11-23T21:44:14Z,"tamil dance,tamil pop,kollywood,tollywood,telugu pop,kannada pop","T-Series",0.545,0.98,9,-6.464,1,0.129,0.666,0.00709,0.0788,0.658,124.96,4
spotify:track:4381FmKZc1uT2zzhBiknH7,"Adheeraa (From Cobra)","Adheeraa (From Cobra)","A.R. Rahman,Vagu Mazan,Thoughtsfornow",2022-04-22,259139,59,false,7g2n33wtjnzk7ir2woekgbswq,2022-12-07T16:22:35Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi,malayalam pop,tamil dance,mollywood,tamil hip hop","Sony Music Entertainment India Pvt. Ltd.",0.722,0.859,6,-8.143,0,0.039,0.11,0.0000739,0.0929,0.562,110.969,4
spotify:track:3i7qScF9Oyp31O9bAutJez,"Mallipoo","Vendhu Thanindhathu Kaadu (Original Motion Picture Soundtrack)","A.R. Rahman,Madhushree",2022-09-02,245365,65,false,31f7eitsohkt5hakc6lifsi4j4p4,2022-12-11T06:46:12Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi","Think Music",0.715,0.654,2,-7.266,1,0.336,0.196,0.000117,0.0667,0.762,175.589,3
spotify:track:7iOYC0NNkTkzMLpY87gerl,"Can You Dance","Beast (Original Background Score)","Anirudh Ravichander",2022-06-22,54000,37,false,3166hx4hxbreigkq4pky7bn774ha,2022-12-11T09:34:21Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.809,0.899,5,-5.672,1,0.175,0.319,0.98,0.0691,0.111,123.994,4
spotify:track:4KM1v8DkyZqanmfcxBEf3i,"Adiye Theme - From Bachelor","Adiye Theme (From Bachelor)","Dhibu Ninan Thomas,Kapil Kapilan",2022-04-01,72906,38,false,3166hx4hxbreigkq4pky7bn774ha,2022-12-11T09:34:24Z,"tamil pop,kollywood,malayalam pop,mollywood,kannada pop,tollywood","Think Music",0.282,0.108,9,-11.047,0,0.0469,0.83,0.0016,0.134,0.637,77.043,3
