Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2g9aiiRu6dteue5VD4DoOF,"Chillanjirukkiye","Lubber Pandhu (Original Motion Picture Soundtrack)","Sean Roldan,Pradeep Kumar,Sivaangi Krishnakumar",2024-08-28,247448,61,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil indie,tamil dance","Sony Music Entertainment India Pvt. Ltd.",0.559,0.496,10,-10.34,0,0.0667,0.531,0,0.09,0.531,117.63,3
spotify:track:2hBFfxMw0RtEI5KsCJ7knh,"Matta","The Greatest Of All Time","Yuvan Shankar Raja,Shenbagaraj,Velu,Sam,Narayanan Ravishankar",2024-09-03,212090,60,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop","T-Series",0.7,0.941,5,-3.629,0,0.337,0.327,0.000961,0.19,0.704,155.093,4
spotify:track:77OQsnAirm7Ke8EGgBeOxz,"Kadharalz","Indian 2 (Original Motion Picture Soundtrack)","Anirudh Ravichander",2024-06-01,234023,59,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.671,0.902,1,-5.411,1,0.298,0.0638,0.00466,0.539,0.735,160.025,4
spotify:track:48SUyK7lpQElCnhFjP3qPc,"Minikki Minikki","Thangalaan (Original Motion Picture Soundtrack) [Tamil]","G. V. Prakash,Sinduri Vishal,Uma Devi",2024-08-14,202285,58,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,mollywood,malayalam pop","Times Music",0.418,0.584,5,-10.903,0,0.239,0.468,0,0.656,0.748,190.037,3
spotify:track:09ihDlGHKhAKrIqK6JUWNy,"Thaensudare - From Lover","Lover (Original Motion Picture Soundtrack)","Sean Roldan,Shakthisree Gopalan",2024-02-02,216500,64,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood","Think Music",0.639,0.386,6,-6.639,0,0.0285,0.908,0.000241,0.149,0.395,119.977,4
spotify:track:1Dgkf6dSvO5Sx60WtxLNIf,"Kolladhey","Lucky Baskhar (Tamil)","G. V. Prakash,Anand Aravindakshan,Shweta Mohan,Vignesh Ramakrishna",2024-11-11,222206,51,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,malayalam pop,mollywood,telugu pop,tamil indie","Aditya Music",0.695,0.375,9,-12.502,0,0.0309,0.69,0.00000174,0.436,0.504,107.503,3
spotify:track:6CvW7N8JjBHmwEfGz2Yxhk,"Dheema (From Love Insurance Kompany)","Dheema (From Love Insurance Kompany)","Anirudh Ravichander",2024-10-16,235102,68,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.271,0.502,5,-7.733,0,0.0334,0.375,0,0.108,0.194,98.092,3
spotify:track:0vvKTDg4oR8WA0jc55nhwV,"Railin Oligal","Blue Star (Original Motion Picture Soundtrack)","Govind Vasantha,Pradeep Kumar,Shakthisree Gopalan",2024-01-22,157650,51,false,,2024-12-04T12:15:00Z,"tamil pop,mollywood,kollywood,malayalam hip hop,malayalam pop","Think Music",0.402,0.534,1,-9.397,0,0.0565,0.518,0.0000129,0.106,0.491,115.575,4
spotify:track:2t0rnpPY1ZdfguwbGinqXj,"Fear Song [TAMIL]","Devara Part 1 [TAMIL]","Anirudh Ravichander,Vishnu Edavan",2024-09-26,195079,55,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","T-Series",0.577,0.918,1,-5.773,1,0.102,0.0512,0.0123,0.119,0.481,89.822,4
spotify:track:1JKjaWrHqLRu47B9o5qpay,"Adangaatha Asuran","Raayan (Original Motion Picture Soundtrack)","A.R. Rahman,Dhanush",2024-07-06,249027,61,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi,tamil dance","Sun Pictures",0.729,0.812,7,-5.24,1,0.0768,0.206,0.0000326,0.179,0.725,142.514,3
spotify:track:6LT7bcpxRV7y2ipQbOvgka,"Aasa Orave","Lubber Pandhu (Original Motion Picture Soundtrack)","Sean Roldan",2024-08-28,226588,59,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood","Sony Music Entertainment India Pvt. Ltd.",0.54,0.52,4,-7.626,1,0.0329,0.451,0,0.0913,0.714,169.883,4
spotify:track:1cPDOeVdALLjj4erFPiuqW,"Kaavaalaa","Jailer (Original Motion Picture Soundtrack)","Anirudh Ravichander,Shilpa Rao,Arunraja Kamaraj",2023-07-28,190909,58,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,bollywood,hindi pop,desi","Sun Pictures",0.844,0.759,11,-6.829,0,0.0498,0.0386,0.0731,0.0813,0.479,131.913,4
spotify:track:5rgZmdCrDWk4UGWClUYFtB,"Spark","The Greatest Of All Time","Yuvan Shankar Raja,Vrusha Balu",2024-09-03,250129,47,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tamil hip hop","T-Series",0.797,0.801,10,-2.262,0,0.0894,0.11,0.00000869,0.309,0.724,135.956,4
spotify:track:3uAkUzPF7gWb9Xe0HNlVd3,"Paththavaikkum","Devara Part 1 [TAMIL]","Deepthi Suresh,Anirudh Ravichander,Vignesh Shivan",2024-09-26,222165,49,false,,2024-12-04T12:15:00Z,"tamil pop,tamil dance,kollywood,tollywood,tamil hip hop,telugu pop","T-Series",0.655,0.599,4,-7.32,1,0.131,0.148,0,0.164,0.653,145.481,3
spotify:track:6xOESqHzX6Sc4SKqEwjOy1,"Ezhutha Kadhaiyo","Lover (Original Motion Picture Soundtrack)","Sean Roldan,Meha Agarwal",2024-02-02,194509,62,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood","Think Music",0.469,0.637,0,-8.2,1,0.0307,0.642,0.0000492,0.124,0.26,152.798,3
spotify:track:0hb4rFnv3RpGWBW9tSFf65,"Arakkonam Style","Blue Star (Original Motion Picture Soundtrack)","Govind Vasantha,Arivu,Gana Balachandar",2024-01-22,191925,37,false,,2024-12-04T12:15:00Z,"tamil pop,mollywood,kollywood,malayalam hip hop,malayalam pop,tamil hip hop,tamil indie,tamil dance,desi hip hop,tollywood","Think Music",0.748,0.642,1,-9.164,1,0.322,0.581,0.000222,0.0746,0.747,167.988,4
spotify:track:0T1cGhK2iio0JmaVT3Vh47,"Makkamishi - From Brother","Makkamishi (From Brother)","Harris Jayaraj,Paal Dabba,Dacalty",2024-07-20,254228,64,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tamil indie,malayalam hip hop,malayalam pop,mollywood","Think Music",0.546,0.794,6,-5.673,0,0.484,0.248,0,0.125,0.746,72.154,4
spotify:track:7CfNtzLIwNZ6ze4TXFD0bH,"Kangal Edho","Chithha (Original Motion Picture Soundtrack)","Dhibu Ninan Thomas,Pradeep Kumar,Karthika Vaidyanathan",2023-09-26,242249,56,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood","Think Music",0.792,0.319,0,-11.012,1,0.0603,0.445,0.000111,0.074,0.425,112.05,3
spotify:track:4gmhBxZM8IdmGX85MnVtvf,"Vennilavu Saaral (From Amaran) (Tamil)","Vennilavu Saaral (From Amaran) (Tamil)","G. V. Prakash,Kapil Kapilan,Rakshita Suresh,Yugabharathi",2024-10-17,213333,58,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,malayalam pop,mollywood,kannada pop,sandalwood,tamil indie","Saregama India Ltd",0.661,0.589,8,-9.151,1,0.0406,0.455,0.0000077,0.249,0.362,89.934,4
spotify:track:6FahmzZYKH0zb2f9hrVsvw,"Ordinary Person (From Leo)","Ordinary Person (From Leo)","Anirudh Ravichander,Nikhita Gandhi",2023-10-24,139200,66,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,bollywood,hindi pop","Sony Music Entertainment India Pvt. Ltd.",0.724,0.851,4,-6.068,0,0.0297,0.00196,0.038,0.0513,0.81,99.998,4
spotify:track:6EJ1ki4Dcf6in9eidtPSNZ,"Maamadura","Jigarthanda DoubleX (Original Motion Picture Soundtrack)","Dhee",2023-11-02,168750,56,false,,2024-12-04T12:15:00Z,"tamil pop,tamil dance,kollywood,tollywood,tamil hip hop","Think Music",0.763,0.932,9,-7.504,1,0.232,0.117,0.015,0.0781,0.549,95.953,4
spotify:track:5DgY6Ab0vpyUMKnY9ubFOF,"Hukum - Thalaivar Alappara","Jailer (Original Motion Picture Soundtrack)","Anirudh Ravichander,Super Subu",2023-07-28,207647,67,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.723,0.892,2,-5.758,1,0.164,0.102,0,0.146,0.533,101.996,4
spotify:track:3f6RBEqjtAAFEtoZl3qhjv,"Usura Uruvi","Lover (Original Motion Picture Soundtrack)","Sean Roldan,Santhosh Narayanan",2024-02-02,207840,54,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil hip hop,tamil dance","Think Music",0.522,0.333,9,-10.168,0,0.03,0.735,0.00000121,0.0904,0.124,125.055,4
spotify:track:3aZbb9vTLHt583kcSXw1lh,"Clean Shot","Vettaiyan (Original Motion Picture Soundtrack)","Anirudh Ravichander,Amogh Balaji,Malaysia Vasudevan",2024-10-14,153750,55,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.606,0.944,1,-3.216,1,0.237,0.0035,0.0000785,0.146,0.254,76.018,4
spotify:track:6l9Z2ssf0Uh773KeGsukSf,"Uyirey (From Amaran) (Tamil)","Uyirey (From Amaran) (Tamil)","G. V. Prakash,Nakul Abhyankar,Ramya Bhat Abhyankar,Vivek",2024-10-30,210000,61,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,kannada pop,sandalwood","Saregama India Ltd",0.496,0.501,10,-11.105,1,0.0292,0.164,0.0147,0.334,0.204,139.931,4
spotify:track:6vPFDbyzSYWAL7r3Waa7BZ,"I'm Scared (From Leo)","I'm Scared (From Leo)","Anirudh Ravichander",2023-10-27,145641,57,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.83,0.658,1,-8.794,1,0.102,0.00454,0.18,0.0689,0.243,116.97,4
spotify:track:5ipqR3HkMPmCguFgQ5kHB1,"Soodaana","Pushpa 2 The Rule [TAMIL]","Shreya Ghoshal,Devi Sri Prasad,Viveka",2024-12-05,260134,54,false,,2024-12-11T07:59:18Z,"bollywood,hindi pop,desi,kannada pop,marathi pop,bangla pop,telugu pop,tollywood,tamil dance,tamil pop,kollywood","T-Series",0.737,0.709,0,-7.047,1,0.113,0.231,0.00000258,0.144,0.828,94.93,4
spotify:track:4PtSul5mGEaMIJplE34ZcM,"Chinna Chinna Kangal","The Greatest Of All Time","Thalapathy Vijay,Yuvan Shankar Raja,Raja Bhavatharini",2024-09-03,269109,46,false,,2024-12-04T12:15:00Z,"tamil dance,tamil pop,kollywood,tamil hip hop","T-Series",0.389,0.706,10,-5.426,0,0.0578,0.413,0,0.309,0.566,77.908,4
spotify:track:7xnSWKXH8XVc8vML9132SZ,"Unakku Thaan","Chithha (Original Motion Picture Soundtrack)","Santhosh Narayanan,Dhvani Kailas",2023-09-26,216214,65,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil hip hop,tamil dance","Think Music",0.578,0.389,1,-5.439,0,0.0304,0.875,0.00000128,0.0973,0.559,139.64,3
spotify:track:13ZISM2bmrMBCRlMzl669x,"Naa Ready","Leo (Original Motion Picture Soundtrack)","Anirudh Ravichander,Vijay,Asal Kolaar",2023-10-19,248181,65,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,haryanvi pop,tamil indie,malayalam hip hop","Sony Music Entertainment India Pvt. Ltd.",0.726,0.805,1,-5.576,1,0.153,0.081,0.00784,0.0318,0.572,87.956,4
spotify:track:2vkNA9I029dTwX0y6d59Sc,"Dippam Dappam (From Kaathuvaakula Rendu Kaadhal)","Dippam Dappam (From Kaathuvaakula Rendu Kaadhal)","Anirudh Ravichander,Anthony Daasan",2022-04-20,209032,67,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,kannada pop","Sony Music Entertainment India Pvt. Ltd.",0.827,0.717,11,-7.755,0,0.111,0.0908,0.000523,0.0511,0.772,123.987,4
spotify:track:4nrIa48GgXzNks6NvqVIOX,"Jujubee","Jailer (Original Motion Picture Soundtrack)","Anirudh Ravichander,Dhee,Ananthakrrishnan,Super Subu",2023-07-28,167272,60,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sun Pictures",0.653,0.831,1,-4.267,1,0.199,0.249,0.187,0.0755,0.541,198.032,4
spotify:track:12cyRwSlwSUWtrdLN23kIs,"Delta Kalyanam","Meiyazhagan (Original Motion Picture Soundtrack)","Govind Vasantha,VM Mahalingam,Senthil Ganesh,Karthik Netha",2024-08-31,216000,45,false,,2024-12-04T12:15:00Z,"tamil pop,mollywood,kollywood,malayalam hip hop,malayalam pop,tamil dance","Think Music",0.713,0.691,8,-8.249,1,0.0831,0.468,0,0.132,0.584,110.098,4
spotify:track:23y8MwhdvbSalGitHeokpk,"Badass","Leo (Original Motion Picture Soundtrack)","Anirudh Ravichander",2023-10-19,229677,60,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.623,0.872,6,-5.192,1,0.0817,0.00735,0,0.378,0.545,93.019,4
spotify:track:1OIwYRTXSB9sbmqj5xGq7e,"Paaraa","Indian 2 (Original Motion Picture Soundtrack)","Anirudh Ravichander,Shruthika Samudhrala",2024-06-01,252435,47,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,kannada pop","Sony Music Entertainment India Pvt. Ltd.",0.602,0.945,4,-6.63,0,0.116,0.318,0.0000879,0.0743,0.28,116.889,4
spotify:track:33Tv5J6N5jSnW7wTYiEvul,"Oh Raaya","Raayan (Original Motion Picture Soundtrack)","A.R. Rahman,Ganavya,Dhanush",2024-07-06,207364,53,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi,tamil dance","Sun Pictures",0.532,0.497,5,-9.183,0,0.0264,0.8,0.000327,0.128,0.413,152.891,3
spotify:track:2HQ6GOCPNCDcC9iOoeucjW,"Hayyoda","Jawan (TAMIL)","Anirudh Ravichander,Priya Mali",2023-09-05,200142,56,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","T-Series",0.576,0.841,0,-5.428,1,0.0773,0.497,0.00559,0.178,0.457,95.149,4
spotify:track:3umPmjP5dmxSnYgbqv5ne4,"Yaaro Ivan Yaaro","Meiyazhagan (Original Motion Picture Soundtrack)","Govind Vasantha,Kamal Haasan,Uma Devi",2024-08-31,244500,53,false,,2024-12-04T12:15:00Z,"tamil pop,mollywood,kollywood,malayalam hip hop,malayalam pop,tamil dance","Think Music",0.526,0.299,0,-8.94,0,0.0294,0.883,0,0.0623,0.118,110.12,4
spotify:track:2yV5Gno1DLwqBDJ1JYxmJk,"Bloody Sweet","Leo (Original Motion Picture Soundtrack)","Anirudh Ravichander,Siddharth Basrur",2023-10-19,168540,54,false,,2024-12-04T12:15:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,bollywood","Sony Music Entertainment India Pvt. Ltd.",0.511,0.683,5,-6.484,1,0.0427,0.00442,0.00516,0.089,0.254,123.85,4
