Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2Racq7HrXkYvF8w9zXvlTp,"Azhage","Kathakali (Original Motion Picture Soundtrack)","Hiphop Tamizha",2015-12-24,218158,64,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:01:39Z,"tamil hip hop,tamil pop,kollywood,tamil dance,tamil indie","V Music",0.717,0.79,7,-6.418,0,0.0342,0.308,0,0.0871,0.536,128.123,1
spotify:track:7eS07q4Ft2ySmiH7NalStq,"Gaandu Kannamma","Gaandu Kannamma","Vivek - Mervin",2020-02-07,205000,59,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:06:42Z,"tamil pop,tamil dance,kollywood,tamil indie","Sony Music Entertainment India Pvt. Ltd.",0.845,0.798,9,-7.018,1,0.153,0.144,0.0000148,0.304,0.888,89.952,3
spotify:track:66N9OkT3uarJxuzD7iU4BP,"Quit Pannuda","Master (Original Motion Picture Soundtrack)","Anirudh Ravichander",2020-03-16,256575,54,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:04:40Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.51,0.797,6,-5.279,0,0.234,0.179,0,0.443,0.499,76.965,4
spotify:track:45THyhjDbYhNU7bDrTTUK6,"Kannamma","Ispade Rajavum Idhaya Raniyum (Original Motion Picture Soundtrack)","Sam C.S.,Anirudh Ravichander",2019-01-28,256945,68,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:06:58Z,"tamil pop,kollywood,malayalam hip hop,malayalam pop,tamil dance,tollywood,tamil hip hop,telugu pop","Think Music",0.729,0.695,1,-8.524,1,0.0312,0.522,0.000621,0.113,0.599,127.992,4
spotify:track:5Xw01hmym0bWn9ZE2Ajg0g,"Aagasam (From Soorarai Pottru)","Aagasam (From Soorarai Pottru)","G. V. Prakash,Christin jos,Govind Vasantha",2020-10-23,276000,41,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:04:51Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,mollywood,malayalam hip hop,malayalam pop","Sony Music Entertainment India Pvt. Ltd.",0.687,0.596,11,-12.873,0,0.0457,0.043,0,0.163,0.903,105.03,4
spotify:track:3iF1cjTreoo68TafjygwZB,"Yaen Ennai Pirindhaai","Adithya Varma","Sid Sriram",2019-09-30,198250,55,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:05:14Z,"tollywood,telugu pop,tamil pop,kollywood","Aditya Music",0.569,0.43,1,-7.679,1,0.0273,0.824,0.00000663,0.116,0.358,76.466,4
spotify:track:29RYVK3g2jY10n3hZqKy5O,"Theendum Dhooram","Theendum Dhooram","Ritchie,Mervin Solomon",2020-10-07,229333,12,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:05:49Z,"tamil indie,tamil pop,tamil dance,kollywood","Sony Music Entertainment India Pvt. Ltd.",0.654,0.541,0,-7.443,1,0.0355,0.452,0.0000417,0.0566,0.276,89.996,4
spotify:track:5RR6Q4yCrbGiRCU5YbpNaY,"Unakaga","Bigil (Original Motion Picture Soundtrack)","A.R. Rahman,Sreekanth Hariharan,Madhura Dhara Talluri",2019-09-19,266053,60,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:05:32Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi","Sony Music Entertainment India Pvt. Ltd.",0.58,0.414,9,-10.928,1,0.0343,0.679,0.0000227,0.257,0.27,136.929,3
spotify:track:2BcPFQ7nrtUObgAs72xaac,"Vaathi Coming","Master (Original Motion Picture Soundtrack)","Anirudh Ravichander,Gana Balachandar",2020-03-16,228257,66,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:02:21Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.643,0.952,7,-4.15,1,0.246,0.276,0.49,0.0588,0.585,164.784,4
spotify:track:2cVJDlu9jmkPUeuJxA6v8i,"Master the Blaster (From Master)","Master the Blaster (From Master)","Anirudh Ravichander,Bjorn Surrao",2021-01-15,92250,57,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:02:48Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,tamil indie","Sony Music Entertainment India Pvt. Ltd.",0.756,0.816,4,-1.418,0,0.0972,0.3,0,0.172,0.899,100.04,4
spotify:track:2b4nWymybHj38A6XtQijiA,"Kaattu Payale (From Soorarai Pottru)","Kaattu Payale (From Soorarai Pottru)","G. V. Prakash,Dhee",2020-07-23,246000,58,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:02:54Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood","Sony Music Entertainment India Pvt. Ltd.",0.7,0.631,2,-8.377,1,0.212,0.325,0.000246,0.376,0.49,78.924,4
spotify:track:0qvoxfYodIfe14gaidhnsV,"Andha Kanna Paathaakaa","Master (Original Motion Picture Soundtrack)","Anirudh Ravichander,Yuvan Shankar Raja",2020-03-16,194500,61,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:03:01Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.747,0.86,6,-4.071,0,0.279,0.301,0.0383,0.0743,0.625,90.445,4
spotify:track:5KW8kOHmXqkDEdj6JyP3dJ,"Unna Nenachu (From Psycho (Tamil))","Unna Nenachu [From Psycho (Tamil)]","Ilaiyaraaja,Sid Sriram",2019-11-18,275503,61,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:05:08Z,"tamil pop,kollywood,tollywood,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.331,0.235,4,-13.816,0,0.0411,0.891,0.00000298,0.107,0.252,82.511,4
spotify:track:09Z6o1yu596HJAwWZxTz4m,"Othaiyadi Pathayila","Kanaa (Original Motion Picture Soundtrack)","Dhibu Ninan Thomas,Anirudh Ravichander",2018-08-23,249671,69,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:07:35Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.713,0.615,11,-7.648,0,0.138,0.341,0.00000155,0.0608,0.807,135.017,3
spotify:track:6rJhjykEkCqm3H64uALhhf,"Bujji (From Jagame Thandhiram)","Bujji (From Jagame Thandhiram)","Santhosh Narayanan,Anirudh Ravichander",2020-11-13,267203,55,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:03:08Z,"tamil pop,kollywood,tamil hip hop,tamil dance,tollywood,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.901,0.845,1,-3.465,1,0.139,0.0562,0,0.278,0.943,117.97,4
spotify:track:0Xm3PXjA4kXu2GxBhkLk61,"Kutti Story (From Master)","Kutti Story (From Master)","Anirudh Ravichander,Vijay",2020-02-14,300500,51,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:03:14Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,haryanvi pop","Sony Music Entertainment India Pvt. Ltd.",0.694,0.557,4,-6.134,0,0.102,0.202,0.00000135,0.0919,0.78,104.759,4
spotify:track:4mDf0LNDfzT8w7S2nfix3m,"Oxygen","Kavan (Original Motion Picture Soundtrack)","Hiphop TamizhaSudarshan Ashok",2017-02-13,274114,0,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:20:00Z,"","Divo",0.596,0.814,2,-4.818,0,0.0321,0.128,0,0.325,0.508,100.007,4
spotify:track:2oNRoniEFnPdaCfkOQ9m0C,"Rakita Rakita Rakita (From Jagame Thandhiram)","Rakita Rakita Rakita (From Jagame Thandhiram)","Santhosh Narayanan,Dhanush,Dhee",2020-07-28,247455,57,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:03:21Z,"tamil pop,kollywood,tamil hip hop,tamil dance,tollywood","Sony Music Entertainment India Pvt. Ltd.",0.79,0.74,10,-7.505,0,0.168,0.581,0.000165,0.523,0.948,133.526,4
spotify:track:55mEN7iiqTNzWfYjF8QbQn,"Oru Manam (From Dhruva Natchathiram)","Oru Manam (From Dhruva Natchathiram)","Harris Jayaraj,Karthik,Shashaa Tirupati,Vikram",2020-10-09,340254,59,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:03:29Z,"tamil pop,kollywood,tamil dance,telugu pop,tollywood,kannada pop,malayalam pop,mollywood,hindi pop,bollywood","Sony Music Entertainment India Pvt. Ltd.",0.641,0.474,2,-8.974,1,0.034,0.457,0.00000254,0.106,0.588,76.006,4
spotify:track:2gqapLp6Br7jcR1QQNBVFz,"Veyyon Silli (From Soorarai Pottru)","Veyyon Silli (From Soorarai Pottru)","G. V. Prakash,Harish Sivaramakrishnan",2020-02-13,304000,52,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:03:35Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood","Sony Music Entertainment India Pvt. Ltd.",0.669,0.606,6,-9.284,0,0.0429,0.204,0,0.372,0.653,119.998,3
spotify:track:6RxPsQFgCHmjibKGS1QiRU,"Thumbi Thullal (From Cobra)","Thumbi Thullal (From Cobra)","A.R. Rahman,Nakul Abhyankar,Shreya Ghoshal",2020-06-29,283929,48,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:03:41Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi,kannada pop,sandalwood,tollywood,tamil hip hop,marathi pop,bangla pop","Sony Music Entertainment India Pvt. Ltd.",0.613,0.587,2,-10.566,1,0.0505,0.337,0.0000483,0.237,0.393,81.983,4
spotify:track:7MtK3lPdVPq2WGO6EWHB9V,"Dharala Prabhu Title Track","Dharala Prabhu (Original Motion Picture Soundtrack)","Anirudh Ravichander",2020-03-12,199398,52,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:04:21Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.723,0.908,4,-3.103,0,0.234,0.146,0,0.0405,0.664,133.02,4
spotify:track:6FXKnyOJBnwQYzxDfcTd8i,"Paisa Note (From Comali)","Paisa Note (From Comali)","Hiphop Tamizha",2019-06-20,184636,53,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:07:22Z,"tamil hip hop,tamil pop,kollywood,tamil dance,tamil indie","Sony Music Entertainment India Pvt. Ltd.",0.658,0.94,2,-5.647,1,0.218,0.198,0.000107,0.17,0.772,161.117,4
spotify:track:6t7oTudS2q6OFVhCXHaL4x,"Jigidi Killaadi","Pattas","Anirudh Ravichander",2019-12-28,218915,0,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:04:27Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Lahari Music",0.858,0.786,1,-4.359,0,0.0495,0.0727,0.00000592,0.0539,0.511,95.002,4
spotify:track:5UGWz8FWNSd3GyqIEMWz7L,"Thaarame Thaarame","Kadaram Kondan (Original Motion Picture Soundtrack)","Ghibran,Sid Sriram",2019-07-17,228214,0,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:05:20Z,"devotional,tamil pop,kollywood,tollywood,telugu pop","Muzik247",0.6,0.531,0,-6.5,1,0.0336,0.687,0,0.108,0.308,139.911,3
spotify:track:5kByOzRm7KpgFUOeClZbek,"Yaar Azhaippadhu - From Maara","Yaar Azhaippadhu (From Maara)","Ghibran,Sid Sriram",2020-10-28,250325,56,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:06:15Z,"devotional,tamil pop,kollywood,tollywood,telugu pop","Think Music",0.626,0.525,10,-7.417,1,0.0338,0.675,0,0.0645,0.45,114.921,3
spotify:track:7fec0UcxeHVe6kHIez2GSs,"Orasaadha - Madras Gig","Orasaadha (Madras Gig)","Vivek - Mervin",2018-06-12,235500,69,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:06:20Z,"tamil pop,tamil dance,kollywood,tamil indie","Sony Music Entertainment India Pvt. Ltd.",0.587,0.776,0,-4.892,1,0.0807,0.141,0,0.109,0.606,159.906,4
spotify:track:7j7fS14vlwVk0Pfnr0hovC,"Marana Mass - From Petta","Petta (Original Motion Picture Soundtrack)","Anirudh Ravichander,S. P. Balasubrahmanyam",2018-12-10,216000,63,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:07:08Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,kannada pop,devotional,sandalwood","Sony Music Entertainment India Pvt. Ltd.",0.471,0.873,10,-5.503,0,0.373,0.47,0.0000813,0.146,0.737,78.434,4
spotify:track:6qRiVOBexkxK4BxSt1j6rn,"Anbae Peranbae","NGK (Original Motion Picture Soundtrack)","Sid Sriram,Shreya Ghoshal",2019-04-30,269333,66,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:07:48Z,"tollywood,telugu pop,tamil pop,kollywood,bollywood,hindi pop,desi,kannada pop,marathi pop,bangla pop","Sony Music Entertainment India Pvt. Ltd.",0.685,0.561,0,-4.185,0,0.0298,0.481,0.00181,0.16,0.312,90.023,4
spotify:track:4FL8i7miD18FuMN08XGKcM,"Takkunu Takkunu - From Mr. Local","Takkunu Takkunu (From Mr. Local)","Hiphop Tamizha,Anirudh Ravichander",2019-04-06,212727,65,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:18:09Z,"tamil hip hop,tamil pop,kollywood,tamil dance,tamil indie,tollywood,telugu pop","Think Music",0.811,0.587,8,-10.091,1,0.0872,0.0829,0,0.173,0.758,110.027,4
spotify:track:4xKbcFZUckVvjN4VmxL1md,"Poraada Poraada","Aranmanai 2 (Original Motion Picture Soundtrack)","Hiphop Tamizha,Anthony Daasan",2015-12-27,218348,46,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:19:26Z,"tamil hip hop,tamil pop,kollywood,tamil dance,tamil indie,kannada pop","Think Music",0.685,0.885,2,-4.129,1,0.0426,0.437,0,0.673,0.564,130.023,4
spotify:track:7rNWXLeH3mRgnpvvRqrl7d,"Pallikoodam - The Farewell Song","Natpe Thunai (Original Motion Picture Soundtrack)","Hiphop Tamizha,Sanjith Hegde",2019-04-03,184114,52,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:19:43Z,"tamil hip hop,tamil pop,kollywood,tamil dance,tamil indie,kannada pop,sandalwood,tollywood,telugu pop","Think Music",0.578,0.257,9,-9.154,0,0.0427,0.636,0,0.186,0.451,144.282,3
spotify:track:793ngUCG26Z1xZLfK4qc7G,"Kannaana Kanney","Viswasam","Sid Sriram",2019-12-10,270086,0,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:21:55Z,"tollywood,telugu pop,tamil pop,kollywood","MRT Music",0.556,0.622,3,-4.756,1,0.0234,0.509,0,0.217,0.404,96.93,3
spotify:track:2u34GaDA1aVWnu9foJOqlQ,"Unkoodave Porakkanum (Brother’s Version)","Namma Veettu Pillai (Original Motion Picture Soundtrack)","D. Imman,Sid Sriram",2019-10-08,260825,0,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:22:53Z,"tamil pop,tamil dance,kollywood,tollywood,telugu pop","Divo TV Private Limited",0.486,0.799,2,-5.674,1,0.0475,0.179,0,0.146,0.349,82.982,4
spotify:track:2HMHzctE8A400bsLxcWwya,"Sandakari Neethan (From Sangathamizhan)","Sandakari Neethan (From Sangathamizhan)","Vivek - Mervin,Anirudh Ravichander,Jonita Gandhi,Mervin Solomon",2019-09-13,250000,57,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:23:55Z,"tamil pop,tamil dance,kollywood,tamil indie,tollywood,tamil hip hop,telugu pop,bollywood,hindi pop,desi","Sony Music Entertainment India Pvt. Ltd.",0.446,0.657,7,-6.595,1,0.0544,0.321,0,0.387,0.444,62.675,4
spotify:track:6YNh7d9B3Jlwlzkvq2MMbb,"Hey Amigo","Kaappaan (Original Motion Picture Soundtrack)","Harris Jayaraj,Leslee Lewis,Jonita Gandhi",2019-07-22,274989,50,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:24:00Z,"tamil pop,kollywood,tamil dance,bollywood,hindi pop,desi","Sony Music Entertainment India Pvt. Ltd.",0.863,0.753,11,-5.067,0,0.128,0.151,0.0141,0.0618,0.616,98.02,4
spotify:track:0b4C8AiF7eVbZCNGFrx1rv,"Haiyo Haiyo (From Oh My Kadavule)","Haiyo Haiyo (From Oh My Kadavule)","Leon James",2019-11-22,209002,37,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:24:20Z,"tamil pop,kollywood,tollywood,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.872,0.757,0,-4.805,1,0.0782,0.347,0,0.0483,0.849,123.007,4
spotify:track:6CVjjqFkLYwTuiK9vYmsyA,"Menaminiki - From Ninaivo Oru Paravai","Menaminiki (From Ninaivo Oru Paravai)","Thaman S,Osho Venkat",2019-12-27,230909,0,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:24:31Z,"tollywood,telugu pop,tamil dance,tamil pop,kollywood,kannada pop,tamil indie","Trend Music",0.529,0.649,5,-6.831,0,0.0349,0.671,0.00059,0.11,0.824,87.534,4
spotify:track:3fihA5oRA7gV07YfyKFkLB,"Dhom Dhom - From Naan Sirithal","Dhom Dhom (From Naan Sirithal)","Hiphop Tamizha,Sanjith Hegde",2019-12-21,181962,47,false,vumgcnus1ubl8c3kgzw2vvsqw,2021-01-28T04:24:38Z,"tamil hip hop,tamil pop,kollywood,tamil dance,tamil indie,kannada pop,sandalwood,tollywood,telugu pop","Think Music",0.651,0.941,10,-3.542,1,0.147,0.277,0.00000222,0.163,0.555,89.993,4
