Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:209pScL6fUhISxcLWkB6rf,"Lokiverse - Background Score","Vikram (Original Background Score)","Anirudh Ravichander",2022-07-07,156330,65,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-07T14:54:59Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.64,0.86,7,-4.481,1,0.101,0.302,0.468,0.109,0.516,96.996,4
spotify:track:6FQQiTpYnfc5803p84bQp1,"Vikram - Title Track","Vikram (Original Motion Picture Soundtrack)","Anirudh Ravichander",2022-05-15,218823,64,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-07T14:55:13Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.638,0.842,7,-5.305,0,0.0524,0.174,0.000356,0.126,0.145,169.901,4
spotify:track:525NKU3UFgZQtCXWBWE0al,"Sandhanam Theme - Background Score","Vikram (Original Background Score)","Anirudh Ravichander",2022-07-07,106495,55,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-07T14:55:30Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.619,0.84,0,-5.427,1,0.0515,0.082,0.275,0.28,0.0805,105.987,4
spotify:track:3Vb8KkT6Ub5fFGPYJCJyLh,"Rolex Theme - Background Score","Vikram (Original Background Score)","Anirudh Ravichander",2022-07-07,53247,61,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-07T14:55:51Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.61,0.925,8,-4.01,1,0.114,0.00804,0.767,0.131,0.442,101.992,4
spotify:track:5JO2usoem1CW1pLL1kLj9E,"Manike Mage Hithe","Manike Mage Hithe","Chamath Sangeeth,Yohani,Satheeshan",2021-05-22,162772,56,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T05:29:42Z,"desi pop,hindi pop,bollywood,desi","Aryans Music",0.836,0.51,1,-10.091,0,0.371,0.713,0.0000335,0.101,0.56,151.499,3
spotify:track:64NPSUK9QT49jEDKl3FK1a,"Evanda Enakku Custody","Mahaan (Original Motion Picture Soundtrack)","Santhosh Narayanan",2022-02-09,212857,54,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T05:29:55Z,"tamil pop,kollywood,tamil hip hop,tamil dance","Sony Music Entertainment India Pvt. Ltd.",0.656,0.797,1,-4.678,1,0.414,0.0148,0.0000397,0.0626,0.859,102.142,4
spotify:track:0SeQF0O4k5Fj91qZOspKYe,"Mehabooba","Kgf Chapter 2","Ananya Bhat",2022-04-14,212351,0,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T05:30:16Z,"kannada pop,sandalwood","Lahari Music",0.508,0.492,6,-11.579,0,0.049,0.864,0.116,0.347,0.28,79.967,4
spotify:track:5HAs7T9bKrS2VYrxkG5Ohi,"Toofan (From Kgf Chapter 2)","Toofan (From Kgf Chapter 2)","Deepak Blue,Govind Prasad,Yogi Sekar,Mohan Krishna,Santhosh Venky,Sachin Basrur,Ravi Basrur,Puneeth Rudranag,Vaish",2022-03-21,214122,0,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T05:30:21Z,"tollywood,telugu pop,tamil pop,kollywood,tamil dance,kannada pop,sandalwood","Lahari Music",0.701,0.783,0,-7.4,1,0.0653,0.323,0.00565,0.63,0.324,115.984,4
spotify:track:0avZTcyglSN3DMenBBimIr,"Sulthana","Kgf Chapter 2","Deepak Blue,Govind Prasad,Yogi Sekar,Mohan Krishna,Santhosh Venky,Sachin Basrur,Ravi Basrur,Puneeth Rudranag,Manish Dinakar,Vaish",2022-04-14,225069,0,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T05:30:26Z,"tollywood,telugu pop,tamil pop,kollywood,tamil dance,kannada pop,sandalwood","Lahari Music",0.617,0.945,10,-6.793,0,0.0633,0.064,0.000424,0.145,0.475,124.962,4
spotify:track:2BcPFQ7nrtUObgAs72xaac,"Vaathi Coming","Master (Original Motion Picture Soundtrack)","Anirudh Ravichander,Gana Balachandar",2020-03-16,228257,66,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T05:30:34Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.643,0.952,7,-4.15,1,0.246,0.276,0.49,0.0588,0.585,164.784,4
spotify:track:1Bpvh9xYlcxHkWJMQuiNiA,"Cute Ponnu","Cute Ponnu (From Enna Solla Pogirai)","Anirudh Ravichander,Vivek Siva",2021-11-20,275624,40,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T05:30:53Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Muzik247",0.75,0.813,11,-5.871,0,0.132,0.254,0,0.298,0.687,100.022,4
spotify:track:75Kno9fjHx3qUYKrrxJKlV,"Polladha Ulagam","Maaran","Dhanush,Arivu",2022-03-10,235447,0,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T05:32:00Z,"tamil dance,tamil pop,kollywood,tamil hip hop,tamil indie,malayalam hip hop,desi hip hop","Lahari Music",0.73,0.771,1,-8.041,1,0.221,0.023,0.000128,0.142,0.628,135.972,4
spotify:track:61LeFCT6Nnkv55AiSgZCre,"Naattu Koothu (From Rrr)","Naattu Koothu (From Rrr)","Rahul Sipligunj,Yazin Nizar",2021-11-10,214495,0,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T05:33:55Z,"telugu pop,tollywood,kannada pop","Lahari Music",0.44,0.985,10,-3.714,0,0.149,0.369,0.0264,0.0789,0.75,160.072,4
spotify:track:3JNp0cJH2gTiSfe6WNQJa2,"Koelae (From RRR)","Koelae (From RRR)","Vishal Mishra,Benny Dayal,Sahithi Chaganti,Harika Narayan",2022-03-14,256181,0,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T05:34:31Z,"bollywood,hindi pop,desi,telugu pop,tollywood,tamil dance","Lahari Music",0.769,0.934,4,-5.832,0,0.221,0.611,0.00859,0.41,0.757,105.054,3
spotify:track:39g4GmzPyDLTdtnhu24r2H,"Jorthaale","Jorthaale","Asal Kolaar,ofRO",2020-10-27,110117,0,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T05:41:38Z,"tamil hip hop,tamil indie,malayalam hip hop,tamil dance,tamil pop,kollywood","Atti Culture",0.813,0.96,0,-4.192,1,0.214,0.63,0.348,0.0985,0.766,169.994,4
spotify:track:5Xm4pHOZjks21F81pIdAba,"Mayakirriye","Mayakirriye","Anivee,Anirudh Ravichander",2022-02-10,189724,56,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T06:04:24Z,"tamil indie,kollywood,tamil pop,tamil dance,tollywood,tamil hip hop,telugu pop","Saregama",0.529,0.669,0,-4.346,1,0.108,0.0121,0,0.157,0.548,170.059,4
spotify:track:1pRHVSjEXuhZf7sEfH3yYS,"Srivalli (From Pushpa - The Rise)(Tamil)","Srivalli (From Pushpa - The Rise)(Tamil)","Devi Sri Prasad,Sid Sriram,Viveka",2021-10-13,221000,55,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T06:04:43Z,"telugu pop,tollywood,tamil dance,tamil pop,kollywood","Aditya Music",0.823,0.581,4,-6.069,1,0.036,0.49,0,0.302,0.78,107.036,4
spotify:track:28fPIWqAfqoEEGSb0rA4LZ,"Oo Solriya Oo Oo Solriya (From Pushpa - The Rise)(Tamil)","Oo Solriya Oo Oo Solriya (From Pushpa - The Rise)(Tamil)","Devi Sri Prasad,Andrea Jeremiah,Viveka",2021-12-10,223271,60,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T06:04:48Z,"telugu pop,tollywood,tamil dance,tamil pop,kollywood","Aditya Music",0.904,0.706,5,-6.717,0,0.0846,0.447,0.0851,0.197,0.486,128.038,4
spotify:track:397k2vS0xPDxKKVXV46KtV,"Saami Saami (From Pushpa - The Rise)(Tamil)","Saami Saami (From Pushpa - The Rise)(Tamil)","Devi Sri Prasad,Rajalakshmi Senthiganesh,Viveka",2021-10-28,224016,51,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T06:04:54Z,"telugu pop,tollywood,tamil dance,tamil pop,kollywood","Aditya Music",0.814,0.806,5,-6.461,0,0.296,0.271,0.000241,0.228,0.869,139.799,4
spotify:track:0DY2T4yHZ0hvXrtWkG0itF,"Eyy Beta Idhu En Patta (From Pushpa - The Rise)(Tamil)","Eyy Beta Idhu En Patta (From Pushpa - The Rise)(Tamil)","Devi Sri Prasad,Nakash Aziz,Viveka",2021-11-19,236057,43,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T06:05:05Z,"telugu pop,tollywood,tamil dance,tamil pop,kollywood,bollywood,desi,hindi pop","Aditya Music",0.718,0.882,0,-5.491,1,0.145,0.149,0.000545,0.0255,0.644,87.51,4
spotify:track:2tMoOS9grHtn4upzb4LwMG,"Adiye - From Bachelor","Adiye (From Bachelor)","Dhibu Ninan Thomas,Kapil Kapilan",2021-09-30,272000,71,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T06:06:36Z,"tamil pop,kollywood,malayalam pop,mollywood,kannada pop,tollywood","Think Music",0.709,0.454,9,-7.843,0,0.167,0.445,0,0.136,0.548,90.038,4
spotify:track:3H3x4NhR3wJh6IvRHmPvkd,"Tum Tum (From Enemy)","Tum Tum (From Enemy - Tamil)","Thaman S,Srivardhani Kuchi,Aditi,Satya Yamini,Roshini,Tejaswini",2021-09-03,228567,0,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T06:06:44Z,"tollywood,telugu pop,tamil dance,tamil pop,kollywood,kannada pop,devotional,bhajan,mollywood,malayalam pop","Divo",0.741,0.761,8,-5.414,1,0.143,0.759,0.000607,0.126,0.912,147.047,3
spotify:track:7fdsoKCtpx2hYXDRMoActW,"Chellamma","Doctor (Original Motion Picture Soundtrack)","Anirudh Ravichander,Jonita Gandhi",2021-10-05,236500,50,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T06:06:55Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,bollywood,hindi pop,desi","Sony Music Entertainment India Pvt. Ltd.",0.525,0.68,11,-7.252,0,0.207,0.254,0.000348,0.0601,0.734,132.857,4
spotify:track:6XmBh5HSdVzEAaqzEftL9t,"Adi Penne (Duet) - From Naam Series","Adi Penne (Duet) [From Naam Series]","Stephen Zechariah,T Suriavelan,Srinisha Jayaseelan",2021-03-08,301862,67,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T06:06:59Z,"tamil indie,tamil pop,tamil hip hop,kollywood","Stephen Zechariah Musical",0.591,0.648,7,-7.556,0,0.0392,0.449,0,0.382,0.423,107.978,1
spotify:track:6GFtWQYco30oKpMr5xJwy2,"Soul of Doctor (Theme) [From Doctor]","Soul of Doctor (Theme) [From Doctor]","Anirudh Ravichander,Niranjana Ramanan",2021-09-28,63711,54,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T06:07:13Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.473,0.837,9,-7.101,1,0.0336,0.0968,0.912,0.297,0.212,97.261,4
spotify:track:0t0mHozF8Xsif9w8bemh9D,"So Baby (From Doctor)","So Baby (From Doctor)","Anirudh Ravichander,Ananthakrrishnan",2021-02-25,252631,58,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T06:07:18Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.607,0.843,5,-8.15,0,0.218,0.103,0.0000442,0.107,0.582,133.131,4
spotify:track:1baHxgYktT8eDdmtTozJF9,"Enjoy Enjaami","Enjoy Enjaami","Dhee,Arivu,Santhosh Narayanan",2021-03-05,279500,0,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-10-08T06:07:32Z,"tamil pop,tamil dance,kollywood,tollywood,tamil hip hop,tamil indie,malayalam hip hop,desi hip hop","maajja",0.856,0.709,3,-7.432,0,0.222,0.349,0.000209,0.225,0.856,110.009,4
spotify:track:4gC6xOiJLHTpIARRdmYMaQ,"Ra Ra Reddy I Am Ready","Macherla Niyojakavargam","Lipsika Bhashyam,Aditya Iyengar",2022-07-09,260000,60,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-11-24T17:36:25Z,"tollywood,telugu pop","Aditya Music",0.738,0.903,1,-7.528,1,0.253,0.383,0.0109,0.146,0.699,78.971,4
spotify:track:2uKwMpzeWiTBL8BhhzEvxE,"Pulveli Pulveli (Female)","Aasai","K. S. Chithra,P. Unni Krishnan",1995,386221,0,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-11-24T17:39:43Z,"malayalam pop,telugu pop,kannada pop,mollywood,tamil pop,tollywood,devotional,sandalwood","Music Masters Audio Video LLP",0.801,0.628,2,-6.336,1,0.0304,0.456,0.00806,0.128,0.633,108.309,4
spotify:track:0mureCDL35PbvhXdlZXM5H,"Chinna Chinna Asai","Roja","Minmini",2014-08-01,293076,0,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-11-24T17:40:39Z,"tamil pop,malayalam pop","Lahari Music",0.591,0.41,2,-6.901,1,0.0487,0.299,0.0000419,0.132,0.569,171.809,4
